NUMERO_ED;École doctorale;Sigle de l'ED;ANNEE;ANNEE_UNIVERSITAIRE;RENTREE;TOTAL_PREMIERS_INSCRITS;TOTAL_DIP_FR;MASTER;INGENIEUR;EC_COM;DIP_FR_AUTRE;TOTAL_DIP_ETRANGER;DIP_EUROPE_UE;DIP_EUROPE_HORS_UE;DIP_ASIE;DIP_AFRIQUE;DIP_AMERIQUES;DIP_AUSTRALIE_OCEANIE;DIP_ETR_AUTRE_NR;id_paysage_ED
52;École doctorale Physique et astrophysique de Lyon;PHAST;2023;2022-23;2022;51;42;41;1;0;0;9;5;0;3;0;1;0;0;61XPb
101;École doctorale de Sciences juridiques;;2023;2022-23;2022;21;16;16;0;0;0;5;2;1;0;1;1;0;0;569G2
154;École doctorale Sciences de la vie et de la santé;SVS;2023;2022-23;2022;114;95;88;7;0;0;19;9;4;4;2;0;0;0;hLn36
372;École doctorale Sciences économiques et de gestion;;2023;2022-23;2022;34;33;29;1;1;2;1;0;0;1;0;0;0;0;JK63A
386;École doctorale Sciences mathématiques de Paris centre;SMPC;2023;2022-23;2022;112;89;79;10;0;0;23;9;2;6;0;6;0;0;wMj98
401;École doctorale Sciences sociales;;2023;2022-23;2022;44;35;33;0;0;2;9;3;1;3;1;1;0;0;raQ7K
446;École doctorale Biologie - Santé;EDBSL;2023;2022-23;2022;94;87;84;3;0;0;7;2;1;3;0;1;0;0;4iEUF
486;École doctorale Sciences économiques et de gestion;SEG;2023;2022-23;2022;26;23;20;0;3;0;3;1;0;1;1;0;0;0;h1GZ3
508;École doctorale Normande de chimie;EDNC;2023;2022-23;2022;38;31;16;7;0;8;7;3;0;3;0;1;0;0;E52OO
528;École doctorale Ville, transports et territoires;VTT;2023;2022-23;2022;26;23;15;4;0;4;3;2;0;0;1;0;0;0;68zCc
558;École doctorale Histoire, Mémoire, Patrimoine, Langage;HMPL;2023;2022-23;2022;64;59;59;0;0;0;5;1;0;1;3;0;0;0;uX3jT
585;École doctorale Sciences, Technologie,  Sante;EDSTS;2023;2022-23;2022;138;100;82;16;0;2;38;6;0;10;21;1;0;0;NM3Dl
620;École doctorale Sciences du Numérique et de l'Ingénieur;SNI;2023;2022-23;2022;23;18;14;4;0;0;5;0;1;1;2;1;0;0;Dr40w
624;École doctorale Sciences des Sociétés;SDS;2023;2022-23;2022;47;39;37;0;0;2;8;1;4;2;1;0;0;0;cGIjW
216;École doctorale Ingénierie pour la santé, la cognition, l'environnement;EDISCE;2022;2021-22;2021;58;54;44;10;0;0;4;2;0;1;0;1;0;0;fPs1t
397;École doctorale Physique et chimie des matériaux;;2017;2016-17;2016;80;59;48;11;0;0;21;3;0;16;2;0;0;0;WxSt9
409;École doctorale Énergie, mécanique, matériaux;EMMA;2017;2016-17;2016;81;56;40;16;0;0;25;5;0;10;5;4;1;0;KXlbK
411;École doctorale Humanités nouvelles : Fernand Braudel;;2017;2016-17;2016;81;60;49;0;0;11;21;5;0;1;14;1;0;0;l2rFh
432;École doctorale Sciences des métiers de l'ingénieur;SMI;2017;2016-17;2016;142;104;58;46;0;0;38;10;1;16;6;5;0;0;nSsHB
434;École doctorale Géographie de Paris - Espaces, sociétés, aménagement;EDGP;2017;2016-17;2016;59;44;34;0;0;10;15;5;1;6;2;1;0;0;1FmLX
507;École doctorale Sciences humaines et sociales;;2017;2016-17;2016;80;64;61;0;0;3;16;4;0;1;5;6;0;0;3e7VM
513;École doctorale Droit et sciences politiques, économiques et de gestion;DESPEG;2017;2016-17;2016;52;45;41;0;4;0;7;0;4;1;2;0;0;0;aVHGU
543;École doctorale de Dauphine;;2017;2016-17;2016;76;69;63;1;4;1;7;2;1;4;0;0;0;0;u8w6A
558;École doctorale Histoire, Mémoire, Patrimoine, Langage;HMPL;2017;2016-17;2016;68;61;57;0;0;4;7;5;0;0;1;1;0;0;uX3jT
571;École doctorale Sciences Chimiques : Molécules, Matériaux, Instrumentation et Biosystemes;2MIB;2017;2016-17;2016;78;58;46;12;0;0;20;9;1;9;1;0;0;0;zbi37
585;École doctorale Sciences, Technologie,  Sante;EDSTS;2017;2016-17;2016;53;43;38;2;0;3;10;3;0;2;3;2;0;0;NM3Dl
6;École doctorale Droit privé;;2016;2015-16;2015;43;36;31;0;0;5;7;2;1;0;2;1;1;0;UMnW1
162;École doctorale Mécanique, énergétique, génie civil, acoustique;MEGA;2016;2015-16;2015;109;90;50;40;0;0;19;6;1;9;1;2;0;0;7wCke
265;École doctorale Langues, littératures et sociétés du monde;;2016;2015-16;2015;55;43;41;0;0;2;12;5;1;5;1;0;0;0;4YWGW
327;École doctorale Temps, espaces, sociétés, cultures;TESC;2016;2015-16;2015;80;58;49;0;0;9;22;7;2;1;7;5;0;0;IjgiJ
355;École doctorale Espaces, cultures, sociétés;;2016;2015-16;2015;50;42;40;0;0;2;8;5;0;0;1;0;2;0;2kMf5
370;École doctorale Lettres, sciences humaines et sociales;LSHS;2016;2015-16;2015;32;29;24;0;0;5;3;2;0;0;1;0;0;0;xAXXx
397;École doctorale Physique et chimie des matériaux;;2016;2015-16;2015;72;55;42;13;0;0;17;7;0;7;1;2;0;0;WxSt9
409;École doctorale Énergie, mécanique, matériaux;EMMA;2016;2015-16;2015;57;40;26;14;0;0;17;4;3;4;2;4;0;0;KXlbK
447;École doctorale de l'école polytechnique;;2016;2015-16;2015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;zgCCh
459;École doctorale Sciences chimiques Balard;;2016;2015-16;2015;58;44;18;13;0;13;14;4;0;5;3;2;0;0;YFs2W
500;École doctorale Matière, molécules, matériaux en Pays de Loire;3MPL;2016;2015-16;2015;55;41;38;3;0;0;14;7;1;3;2;1;0;0;822tM
581;École doctorale Agriculture, alimentation, biologie, environnement, santé;ABIES;2016;2015-16;2015;76;62;18;23;0;21;14;3;1;2;5;2;1;0;c1x56
104;École doctorale Sciences de la matière, du rayonnement et de l'environnement;SMRE;2015;2014-15;2014;128;95;80;15;0;0;33;7;4;12;7;3;0;0;Q5iFz
119;École doctorale Science politique;;2015;2014-15;2014;16;13;13;0;0;0;3;1;1;0;0;1;0;0;eyibb
146;École doctorale Galilée;GALILEE;2015;2014-15;2014;49;42;23;4;0;15;7;3;0;1;3;0;0;0;71hqm
162;École doctorale Mécanique, énergétique, génie civil, acoustique;MEGA;2015;2014-15;2014;86;63;38;25;0;0;23;7;1;9;6;0;0;0;7wCke
261;École doctorale Cognition, comportements, conduites humaines;3CH;2015;2014-15;2014;36;32;30;0;0;2;4;2;0;0;1;1;0;0;KOLCy
306;École doctorale Sciences des procédés, sciences des aliments;;2015;2014-15;2014;31;23;6;12;0;5;8;5;0;0;1;2;0;0;adF7W
328;École doctorale Arts, lettres, langues, philosophie et communication;ALLPH@;2015;2014-15;2014;65;49;47;0;0;2;16;7;0;4;5;0;0;0;xLxMh
419;École doctorale Signalisations et réseaux intégratifs en biologie;BIO-SIGNE;2015;2014-15;2014;28;21;20;0;0;1;7;1;0;3;1;2;0;0;rDuFq
510;École doctorale Ingénierie - Matériaux, mécanique, environnement, énergétique, procédés, production;IMEP2;2015;2014-15;2014;113;95;41;54;0;0;18;4;1;4;1;8;0;0;Ce7NF
525;"École doctorale Lettres, pensée, arts et histoire, ""Civilisation de l'antiquité à nos jours""";LPAH;2015;2014-15;2014;50;37;35;0;0;2;13;4;0;2;4;3;0;0;19Rpr
549;École doctorale Santé, Sciences Biologiques et Chimie du Vivant;SSBCV;2015;2014-15;2014;77;64;60;2;0;2;13;3;0;6;3;1;0;0;B9ggO
393;École doctorale Pierre Louis de Santé Publique : Épidémiologie et Sciences de l'information biomédicale;PLSP;2022;2021-22;2021;57;50;47;2;0;1;7;4;2;0;1;0;0;0;69445
509;École doctorale Civilisations et sociétés euro-méditerranéennes et comparées;;2022;2021-22;2021;26;25;25;0;0;0;1;0;0;0;1;0;0;0;9tbyG
129;École doctorale Sciences de l'environnement d'Ile de France;SEIF;2014;2013-14;2013;47;35;32;3;0;0;12;1;3;6;0;2;0;0;TnAPh
130;École doctorale Informatique, télécommunications et électronique de Paris;EDITE;2014;2013-14;2013;197;127;95;23;0;9;70;17;3;26;19;5;0;0;O5ysj
544;École doctorale Inter-Med : Espaces, temps, cultures;INTER-MED;2022;2021-22;2021;31;27;23;0;0;4;4;0;1;0;3;0;0;0;7VjtD
281;École doctorale Droit public et droit fiscal;;2014;2013-14;2013;41;38;32;0;0;6;3;0;0;1;1;1;0;0;jr1Nt
288;École doctorale Ondes et matière;EDOM;2014;2013-14;2013;48;39;13;21;0;5;9;4;0;4;0;1;0;0;kJrcx
454;École doctorale Sciences de l'homme, du politique et du territoire;SHPT;2014;2013-14;2013;57;43;23;0;0;20;14;6;0;6;1;1;0;0;Opv31
497;École doctorale Normande de Biologie Intégrative, Santé, Environnement;Ed NBISE;2014;2013-14;2013;78;73;68;1;0;4;5;2;0;1;1;1;0;0;0D9Je
599;École doctorale Droit et Science Politique;DSP;2022;2021-22;2021;49;41;39;0;0;2;8;1;0;1;5;1;0;0;6rwtT
251;École doctorale Sciences de l'environnement;;2021;2020-21;2020;56;39;27;12;0;0;17;10;0;3;1;3;0;0;VR28y
328;École doctorale Arts, lettres, langues, philosophie et communication;ALLPH@;2021;2020-21;2020;74;56;54;0;1;1;18;2;2;1;6;6;1;0;xLxMh
361;École doctorale Sciences et Technologies;ED ST;2021;2020-21;2020;40;20;16;4;0;0;20;0;0;16;3;1;0;0;cOUmL
461;École doctorale Droit et science politique;;2021;2020-21;2020;44;40;38;0;0;2;4;0;0;2;2;0;0;0;QGArN
465;École doctorale Économie Panthéon Sorbonne;EPS;2021;2020-21;2020;49;43;43;0;0;0;6;1;4;0;1;0;0;0;MV68S
529;École doctorale Cultures et sociétés;CS;2021;2020-21;2020;44;35;33;0;1;1;9;4;1;1;2;1;0;0;XU9tb
544;École doctorale Inter-Med : Espaces, temps, cultures;INTER-MED;2021;2020-21;2020;43;32;32;0;0;0;11;2;0;0;6;2;1;0;7VjtD
551;École doctorale Mathématiques, Informatique, Physique Théorique et Ingénierie des Systèmes;MIPTIS;2021;2020-21;2020;27;19;16;2;0;1;8;0;2;2;4;0;0;0;Mpudz
573;École doctorale Interfaces : Approches Interdisciplinaires, Fondements, Applications et Innovation;ED INTERFACES;2021;2020-21;2020;36;27;15;11;0;1;9;3;1;3;1;1;0;0;gG820
613;École doctorale Sciences de la Société, Territoires, Sciences Economiques et de Gestion;SSTSEG;2021;2020-21;2020;43;30;30;0;0;0;13;1;0;0;12;0;0;0;6eLRF
124;École doctorale Histoire de l'art et archéologie;;2020;2019-20;2019;26;24;21;0;0;3;2;1;0;1;0;0;0;0;MBN4L
402;École doctorale Sciences de la vie et de la santé;SVS;2020;2019-20;2019;36;32;30;2;0;0;4;1;0;2;0;1;0;0;YKgsU
460;École doctorale Sciences juridiques;SJ;2020;2019-20;2019;23;20;20;0;0;0;3;1;0;1;1;0;0;0;ZB5I5
474;École doctorale Interdisciplinaire européenne frontières du vivant;FDV;2020;2019-20;2019;39;36;30;6;0;0;3;3;0;0;0;0;0;0;E727j
551;École doctorale Mathématiques, Informatique, Physique Théorique et Ingénierie des Systèmes;MIPTIS;2020;2019-20;2019;35;18;16;1;0;1;17;0;0;10;4;3;0;0;Mpudz
582;École doctorale Cancérologie, Biologie, Médecine, Santé;CBMS;2020;2019-20;2019;61;46;33;8;0;5;15;6;1;6;1;0;1;0;75bj4
73;École doctorale Sciences économiques, sociales, de l'aménagement et du management;SESAM;2019;2018-19;2018;68;51;48;0;0;3;17;5;0;1;10;1;0;0;IQ0Hk
245;École doctorale Sciences économiques, juridiques, politiques et de gestion;;2019;2018-19;2018;37;32;30;1;0;1;5;2;0;0;3;0;0;0;ShLUg
275;École doctorale Sciences de gestion;EDSG;2019;2018-19;2018;16;11;10;0;1;0;5;1;0;2;1;1;0;0;6QC4I
386;École doctorale Sciences mathématiques de Paris centre;SMPC;2019;2018-19;2018;121;103;89;14;0;0;18;7;2;7;0;2;0;0;wMj98
394;École doctorale Physiologie et physiopathologie;p2t;2019;2018-19;2018;56;47;47;0;0;0;9;4;2;2;1;0;0;0;VMYmT
459;École doctorale Sciences chimiques Balard;;2019;2018-19;2018;69;50;32;18;0;0;19;4;1;10;4;0;0;0;YFs2W
481;École doctorale Sciences sociales et humanités;SSH;2019;2018-19;2018;67;46;39;1;1;5;21;12;0;4;4;1;0;0;E3z5j
530;École doctorale Organisations, marchés, institutions;OMI;2019;2018-19;2018;42;35;31;0;0;4;7;2;1;1;3;0;0;0;4htv7
560;École doctorale Sciences de la terre et de l'environnement et Physique de l'univers, Paris;STEP'UP;2019;2018-19;2018;58;45;43;2;0;0;13;5;1;2;0;5;0;0;Z2VI9
39;École doctorale Mathématiques et Informatique;EDMIB;2018;2017-18;2017;54;41;28;13;0;0;13;5;0;5;1;2;0;0;TBj2X
78;École doctorale Sociétés, langages, temps, connaissances;STLC;2018;2017-18;2017;61;52;46;0;0;6;9;4;2;1;1;1;0;0;vLU3i
129;École doctorale Sciences de l'environnement d'Ile de France;SEIF;2018;2017-18;2017;45;34;32;2;0;0;11;4;0;6;0;1;0;0;TnAPh
131;École doctorale Langue, littérature, image, civilisations et sciences humaines (domaines francophone et anglophone);LLI;2018;2017-18;2017;17;16;15;0;0;1;1;0;0;1;0;0;0;0;a47aW
305;École doctorale Énergie et environnement;E2;2018;2017-18;2017;31;24;18;6;0;0;7;1;0;1;4;1;0;0;Kbt8I
474;École doctorale Interdisciplinaire européenne frontières du vivant;FDV;2018;2017-18;2017;26;20;18;2;0;0;6;3;2;1;0;0;0;0;E727j
489;École doctorale Sciences et ingénierie des systèmes, de l'environnement et des organisations;SISEO;2018;2017-18;2017;40;34;28;6;0;0;6;1;0;3;1;0;1;0;6pT77
509;École doctorale Civilisations et sociétés euro-méditerranéennes et comparées;;2018;2017-18;2017;47;41;38;1;0;2;6;3;0;0;2;1;0;0;9tbyG
526;École doctorale Sociétés et organisations;SORG;2018;2017-18;2017;36;28;25;0;0;3;8;3;0;1;4;0;0;0;5F3Fd
599;École doctorale Droit et Science Politique;DSP;2018;2017-18;2017;69;62;56;0;2;4;7;1;0;0;6;0;0;0;6rwtT
600;École doctorale Écologie, Géosciences, Agronomie et Alimentation;EGAAL;2018;2017-18;2017;95;74;57;16;0;1;21;6;1;6;3;5;0;0;urS33
84;École doctorale Sciences et technologies de l'information et de la communication;STIC;2017;2016-17;2016;54;35;24;10;0;1;19;6;2;6;2;3;0;0;9wS2W
130;École doctorale Informatique, télécommunications et électronique de Paris;EDITE;2017;2016-17;2016;89;60;46;14;0;0;29;12;1;8;6;2;0;0;O5ysj
154;École doctorale Sciences de la vie et de la santé;SVS;2017;2016-17;2016;94;70;65;2;0;3;24;14;0;6;1;3;0;0;hLn36
162;École doctorale Mécanique, énergétique, génie civil, acoustique;MEGA;2017;2016-17;2016;93;70;29;41;0;0;23;12;0;7;3;1;0;0;7wCke
372;École doctorale Sciences économiques et de gestion;;2017;2016-17;2016;48;38;34;1;1;2;10;2;0;4;1;3;0;0;JK63A
402;École doctorale Sciences de la vie et de la santé;SVS;2017;2016-17;2016;24;20;19;0;0;1;4;2;0;2;0;0;0;0;YKgsU
498;École doctorale Sciences pour l'ingénieur, géosciences, architecture;SPIGA;2017;2016-17;2016;95;72;48;24;0;0;23;4;0;9;8;2;0;0;0vlKH
577;École doctorale Structure et dynamique des systèmes vivants;SDSV;2017;2016-17;2016;57;46;41;3;0;2;11;6;0;4;0;1;0;0;4bsxJ
58;École doctorale Langues, littératures, cultures, civilisations;LLCC;2016;2015-16;2015;100;82;74;0;0;8;18;7;1;1;4;5;0;0;I9ATR
122;École doctorale Europe latine - Amérique latine;;2016;2015-16;2015;28;22;21;1;0;0;6;4;0;0;0;2;0;0;z9lZY
154;École doctorale Sciences de la vie et de la santé;SVS;2016;2015-16;2015;90;69;65;4;0;0;21;11;1;9;0;0;0;0;hLn36
182;École doctorale Physique et chimie-physique;;2016;2015-16;2015;49;35;29;6;0;0;14;4;1;6;3;0;0;0;3My6I
222;École doctorale Sciences chimiques;EDSC;2016;2015-16;2015;76;56;51;5;0;0;20;11;2;3;2;2;0;0;AdU8Q
242;École doctorale Économie - Gestion - Normandie;;2016;2015-16;2015;32;27;23;0;2;2;5;0;0;2;3;0;0;0;z35ku
65;École doctorale Sciences de la Vie, Santé, Agronomie, Environnement;;2012;2011-12;2011;61;54;48;5;0;1;7;0;0;6;1;0;0;0;MAOG4
71;École doctorale Sciences pour l'ingénieur;;2012;2011-12;2011;70;49;27;21;0;1;21;5;0;10;4;1;1;0;H6UYp
580;École doctorale Sciences et technologies de l'information et de la communication;STIC;2016;2015-16;2015;169;123;77;23;0;23;46;15;3;17;3;8;0;0;AzCC0
9;École doctorale Droit international, droit européen, relations internationales et droit comparé;;2015;2014-15;2014;34;24;22;0;0;2;10;4;0;2;2;2;0;0;v1emR
158;École doctorale Cerveau, cognition, comportement;3C;2012;2011-12;2011;87;73;71;0;0;2;14;6;1;3;0;4;0;0;Il62F
72;École doctorale Sciences pour l'ingénieur;SPI;2015;2014-15;2014;186;116;84;28;0;4;70;7;1;31;23;8;0;0;47QPx
98;École doctorale Droit-Normandie;EDDN;2015;2014-15;2014;33;29;27;0;0;2;4;1;1;1;1;0;0;0;9fYyW
120;École doctorale Littérature française et comparée;;2015;2014-15;2014;52;36;34;0;0;2;16;2;3;8;2;1;0;0;3ULpe
262;École doctorale Sciences juridiques, politiques, économiques et de gestion;DEG;2015;2014-15;2014;55;49;47;0;1;1;6;2;0;0;2;2;0;0;H7GyL
263;École doctorale Sciences juridiques, économiques et de gestion;;2015;2014-15;2014;23;22;21;1;0;0;1;1;0;0;0;0;0;0;1nUr6
481;École doctorale Sciences sociales et humanités;SSH;2012;2011-12;2011;67;54;46;0;0;8;13;5;0;0;7;1;0;0;E3z5j
158;École doctorale Cerveau, cognition, comportement;3C;2014;2013-14;2013;83;67;44;13;0;10;16;10;0;3;0;3;0;0;Il62F
323;École doctorale Génie électrique, électronique et télécommunications;GEET;2014;2013-14;2013;73;61;24;26;0;11;12;4;0;5;1;2;0;0;arcz6
405;École doctorale Économie, management,mathématiques et physique de Cergy;EM2C;2014;2013-14;2013;21;17;12;0;0;5;4;1;0;1;2;0;0;0;QbwSB
434;École doctorale Géographie de Paris - Espaces, sociétés, aménagement;EDGP;2014;2013-14;2013;55;50;47;0;0;3;5;2;0;1;0;2;0;0;1FmLX
19;École doctorale Littératures françaises et comparée;;2011;2010-11;2010;75;59;53;0;0;6;16;8;1;7;0;0;0;0;13M43
500;École doctorale Matière, molécules, matériaux en Pays de Loire;3MPL;2014;2013-14;2013;56;36;33;3;0;0;20;4;1;8;4;3;0;0;822tM
506;École doctorale arts, lettres et langues;;2014;2013-14;2013;42;36;32;0;0;4;6;1;0;2;2;1;0;0;m9yqI
62;École doctorale Sciences de la vie et de la santé;;2011;2010-11;2010;188;154;127;6;0;21;34;7;3;10;12;2;0;0;vZzE7
71;École doctorale Sciences pour l'ingénieur;;2011;2010-11;2010;73;56;35;18;0;3;17;1;0;13;2;1;0;0;H6UYp
85;École doctorale Sciences de la vie et de la santé;SVS;2011;2010-11;2010;43;40;34;5;0;1;3;1;0;2;0;0;0;0;YdiMF
149;École doctorale Carnot;;2011;2010-11;2010;43;41;34;6;0;1;2;1;0;1;0;0;0;0;zuThw
157;École doctorale Génétique, cellulaire, immunologie, infectiologie et développement;GC2ID;2011;2010-11;2010;71;61;60;0;0;1;10;3;0;4;0;3;0;0;Sl3l2
160;École doctorale Électronique, électrotechnique, automatique;EEA;2011;2010-11;2010;67;29;29;0;0;0;38;2;2;19;7;8;0;0;EgfMQ
178;École doctorale Sciences fondamentales;;2011;2010-11;2010;41;28;24;4;0;0;13;4;1;3;4;1;0;0;1AiR7
180;École doctorale Sciences humaines et sociales : cultures, individus, sociétés;SHS;2011;2010-11;2010;83;72;63;0;0;9;11;3;2;1;3;2;0;0;D2BT3
242;École doctorale Économie - Gestion - Normandie;;2011;2010-11;2010;34;27;21;1;0;5;7;1;0;1;5;0;0;0;z35ku
450;École doctorale Recherches en psychanalyse et psychopathologie;PSY²;2011;2010-11;2010;71;44;29;0;0;15;27;11;0;4;2;10;0;0;8jI3f
98;École doctorale Droit-Normandie;EDDN;2013;2012-13;2012;36;30;29;0;0;1;6;1;0;1;4;0;0;0;9fYyW
181;École doctorale Structure, informations, matière et matériaux;Simem;2013;2012-13;2012;48;39;29;9;0;1;9;3;0;3;3;0;0;0;c1D6f
249;École doctorale Droit comparé;;2013;2012-13;2012;28;19;18;0;0;1;9;0;0;5;4;0;0;0;yu36C
525;"École doctorale Lettres, pensée, arts et histoire, ""Civilisation de l'antiquité à nos jours""";LPAH;2013;2012-13;2012;60;49;41;0;0;8;11;6;0;0;4;1;0;0;19Rpr
52;École doctorale Physique et astrophysique de Lyon;PHAST;2012;2011-12;2011;37;31;29;2;0;0;6;2;0;2;0;2;0;0;61XPb
145;École doctorale Sciences du végétal : du gène à l'écosystème;;2012;2011-12;2011;22;18;17;0;0;1;4;0;0;3;0;1;0;0;ubDmM
206;École doctorale Chimie : chimie, procédés, environnement;;2012;2011-12;2011;92;65;54;9;0;2;27;7;1;15;2;2;0;0;m0UhD
267;École doctorale Arts et médias;;2012;2011-12;2011;78;73;70;0;0;3;5;3;1;1;0;0;0;0;eCF5C
304;École doctorale Sciences et environnements;;2012;2011-12;2011;22;17;13;2;0;2;5;1;0;2;2;0;0;0;2ywZn
352;École doctorale Physique et sciences de la matière;;2012;2011-12;2011;75;51;42;9;0;0;24;8;5;8;2;1;0;0;fb5YC
413;École doctorale Sciences de la terre et de l'environnement;STE;2012;2011-12;2011;24;15;14;1;0;0;9;3;0;5;0;1;0;0;u9BA9
470;École doctorale Chimie de Paris-Sud;;2012;2011-12;2011;67;51;49;2;0;0;16;1;0;13;2;0;0;0;aExpW
67;École doctorale Sciences juridiques et politiques;;2012;2011-12;2011;146;140;134;0;0;6;6;0;0;3;3;0;0;0;qrOj1
86;École doctorale Sociétés, humanités, arts, lettres;LSHS;2012;2011-12;2011;87;68;58;0;0;10;19;5;3;3;6;2;0;0;O8E6y
107;École doctorale Physique de la région parisienne;;2012;2011-12;2011;84;73;66;7;0;0;11;8;2;1;0;0;0;0;O3g7O
492;École doctorale Droit;;2012;2011-12;2011;66;63;63;0;0;0;3;1;0;0;2;0;0;0;kOQsX
543;École doctorale de Dauphine;;2012;2011-12;2011;88;74;70;2;0;2;14;5;1;3;1;3;1;0;u8w6A
39;École doctorale Mathématiques et Informatique;EDMIB;2011;2010-11;2010;61;46;36;10;0;0;15;9;0;4;1;1;0;0;TBj2X
209;École doctorale Sciences physiques et de L'ingénieur;SPI;2011;2010-11;2010;82;69;55;13;0;1;13;3;0;4;5;1;0;0;tZcIZ
275;École doctorale Sciences de gestion;EDSG;2011;2010-11;2010;18;12;10;0;0;2;6;0;0;2;3;1;0;0;6QC4I
396;École doctorale Économie, organisations, société;EOS;2011;2010-11;2010;66;54;48;5;0;1;12;3;3;2;3;1;0;0;Es5e7
413;École doctorale Sciences de la terre et de l'environnement;STE;2011;2010-11;2010;26;18;15;3;0;0;8;3;0;2;2;0;1;0;u9BA9
422;École doctorale Sciences et technologies de l'information, des télécommunications et des systèmes;;2011;2010-11;2010;107;73;65;6;0;2;34;12;1;7;6;8;0;0;998UM
432;École doctorale Sciences des métiers de l'ingénieur;SMI;2011;2010-11;2010;109;95;60;30;0;5;14;7;1;1;1;3;1;0;nSsHB
483;École doctorale Histoire, géographie, aménagement, urbanisme, archéologie, science politique, sociologie, anthropologie;SCSO;2011;2010-11;2010;122;102;92;1;0;9;20;7;1;4;3;4;1;0;hc6u4
328;École doctorale Arts, lettres, langues, philosophie et communication;ALLPH@;2022;2021-22;2021;54;48;47;0;0;1;6;5;0;0;1;0;0;0;xLxMh
34;École doctorale Matériaux;;2014;2013-14;2013;48;37;23;14;0;0;11;4;0;4;2;1;0;0;1Iufh
120;École doctorale Littérature française et comparée;;2014;2013-14;2013;44;32;30;0;0;2;12;2;0;5;2;3;0;0;3ULpe
510;École doctorale Ingénierie - Matériaux, mécanique, environnement, énergétique, procédés, production;IMEP2;2022;2021-22;2021;106;96;45;51;0;0;10;5;3;2;0;0;0;0;Ce7NF
541;École doctorale de sciences humaines et sociales de La Réunion;SHS;2022;2021-22;2021;16;12;12;0;0;0;4;0;0;0;4;0;0;0;21SpE
267;École doctorale Arts et médias;;2014;2013-14;2013;89;74;71;0;0;3;15;9;1;2;0;2;1;0;eCF5C
568;École doctorale Signalisations et Réseaux Intégratifs en Biologie;BIOSIGNE;2022;2021-22;2021;23;17;15;2;0;0;6;2;1;2;0;0;1;0;CGttG
585;École doctorale Sciences, Technologie,  Sante;EDSTS;2022;2021-22;2021;126;90;78;11;0;1;36;2;2;23;8;1;0;0;NM3Dl
132;École doctorale Sciences du langage;;2013;2012-13;2012;15;13;13;0;0;0;2;2;0;0;0;0;0;0;5AUF1
209;École doctorale Sciences physiques et de L'ingénieur;SPI;2013;2012-13;2012;90;68;52;14;0;2;22;8;1;8;3;2;0;0;tZcIZ
216;École doctorale Ingénierie pour la santé, la cognition, l'environnement;EDISCE;2013;2012-13;2012;65;54;35;10;0;9;11;5;1;3;0;2;0;0;fPs1t
282;École doctorale Droit privé;;2013;2012-13;2012;65;46;43;0;0;3;19;4;0;1;11;3;0;0;Gz5rp
395;École doctorale Milieux, cultures et sociétés du passé et du présent;MCSPP;2013;2012-13;2012;74;67;57;0;0;10;7;2;1;1;2;1;0;0;2quEb
401;École doctorale Sciences sociales;;2013;2012-13;2012;114;94;79;1;0;14;20;7;2;3;7;1;0;0;raQ7K
469;École doctorale du Pacifique;EDP;2013;2012-13;2012;20;17;15;0;0;2;3;2;0;0;0;0;1;0;t9Z2n
