NUMERO_ED;École doctorale;Sigle de l'ED;ANNEE;ANNEE_UNIVERSITAIRE;RENTREE;TOTAL_PREMIERS_INSCRITS;TOTAL_DIP_FR;MASTER;INGENIEUR;EC_COM;DIP_FR_AUTRE;TOTAL_DIP_ETRANGER;DIP_EUROPE_UE;DIP_EUROPE_HORS_UE;DIP_ASIE;DIP_AFRIQUE;DIP_AMERIQUES;DIP_AUSTRALIE_OCEANIE;DIP_ETR_AUTRE_NR;id_paysage_ED
353;École doctorale Sciences pour l'ingénieur : mécanique, physique, micro et nanoélectronique;;2012;2011-12;2011;56;46;33;13;0;0;10;2;0;4;1;3;0;0;vk5Kp
415;"École doctorale Interdisciplinaire ""Arts et métiers""";;2012;2011-12;2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B3z99
436;École doctorale Médicament, toxicologie, chimie, environnement;MTCE;2012;2011-12;2011;50;36;36;0;0;0;14;7;0;4;3;0;0;0;dPsg3
534;École doctorale Modélisation et instrumentation en physique, énergie, géosciences et environnement;MIPEGE;2012;2011-12;2011;42;36;27;9;0;0;6;2;2;1;1;0;0;0;K93eR
545;École doctorale Sociétés, politique et santé publique;SP2;2012;2011-12;2011;72;64;60;0;0;4;8;0;1;1;5;1;0;0;IAKR4
31;École doctorale Pratiques et théories du sens;;2011;2010-11;2010;150;116;95;0;0;21;34;8;2;10;7;6;1;0;1S466
68;École doctorale Littératures, cultures et sciences sociales;;2011;2010-11;2010;73;64;50;1;0;13;9;3;0;3;1;2;0;0;NZuM2
98;École doctorale Droit-Normandie;EDDN;2011;2010-11;2010;33;32;31;0;0;1;1;0;0;0;1;0;0;0;9fYyW
105;École doctorale Terre, univers, environnement;;2011;2010-11;2010;58;39;34;5;0;0;19;3;1;8;4;3;0;0;lcWAf
227;École doctorale Sciences de la nature et de l'homme;;2011;2010-11;2010;44;33;26;3;0;4;11;3;0;5;2;1;0;0;xiDA5
270;École doctorale Théologie et sciences religieuses;;2011;2010-11;2010;29;22;15;0;0;7;7;5;0;0;1;1;0;0;BRKC1
369;École doctorale Homme, environnement, santé;;2011;2010-11;2010;36;30;30;0;0;0;6;0;0;4;2;0;0;0;uZ8W7
406;École doctorale Chimie moléculaire de Paris centre;;2011;2010-11;2010;27;22;19;3;0;0;5;0;1;1;2;1;0;0;a5dKy
498;École doctorale Sciences pour l'ingénieur, géosciences, architecture;SPIGA;2011;2010-11;2010;94;70;55;15;0;0;24;4;1;13;3;3;0;0;0vlKH
505;École doctorale Sciences de l'homme, des organisations et de la société;SHOS;2011;2010-11;2010;103;88;77;3;0;8;15;1;1;3;6;4;0;0;qts78
521;École doctorale Sciences et ingénierie pour l'information, mathématiques;S2I;2011;2010-11;2010;77;61;49;10;0;2;16;2;0;3;11;0;0;0;V6i83
474;École doctorale Interdisciplinaire européenne frontières du vivant;FDV;2022;2021-22;2021;42;33;20;11;0;2;9;3;2;2;0;2;0;0;E727j
512;École doctorale Informatique et mathématiques;InfoMaths;2022;2021-22;2021;75;61;45;16;0;0;14;5;2;4;3;0;0;0;t86bi
528;École doctorale Ville, transports et territoires;VTT;2022;2021-22;2021;30;24;19;2;1;2;6;3;1;1;1;0;0;0;68zCc
563;École doctorale Médicament - Toxicologie - Chimie - Imageries;MTCI;2022;2021-22;2021;65;51;46;5;0;0;14;3;2;9;0;0;0;0;j8uk1
178;École doctorale Sciences fondamentales;;2015;2014-15;2014;37;25;25;0;0;0;12;2;1;3;5;0;1;0;1AiR7
467;École doctorale Aéronautique, astronautique;AA;2022;2021-22;2021;22;16;12;4;0;0;6;4;0;0;1;1;0;0;U7l45
493;École doctorale Erasme;;2022;2021-22;2021;55;46;42;0;0;4;9;6;0;1;1;1;0;0;FPW4T
364;École doctorale Sciences fondamentales et appliquées;EDSFA;2015;2014-15;2014;80;41;33;7;0;1;39;12;2;10;6;8;1;0;E483q
395;École doctorale Milieux, cultures et sociétés du passé et du présent;MCSPP;2015;2014-15;2014;75;62;55;0;0;7;13;5;0;2;6;0;0;0;2quEb
414;École doctorale Sciences de la vie et de la santé;;2015;2014-15;2014;137;96;94;2;0;0;41;13;4;15;4;5;0;0;YI4xS
479;École doctorale Sciences juridiques et politiques;;2015;2014-15;2014;72;68;68;0;0;0;4;0;0;2;2;0;0;0;34mid
480;École doctorale Montaigne-humanités;;2015;2014-15;2014;117;95;78;3;0;14;22;5;0;7;9;1;0;0;f3SeZ
37;École doctorale Sciences physiques pour l'ingénieur et microtechniques;SPIM;2014;2013-14;2013;111;62;47;13;0;2;49;3;1;20;24;1;0;0;F7G1B
47;École doctorale Physique;;2014;2013-14;2013;118;91;64;26;0;1;27;15;5;3;2;2;0;0;8kNpd
92;École doctorale Vie -  Agro - Santé;;2014;2013-14;2013;88;77;56;21;0;0;11;2;0;4;2;3;0;0;RjvXY
275;École doctorale Sciences de gestion;EDSG;2014;2013-14;2013;14;7;7;0;0;0;7;0;0;3;2;2;0;0;6QC4I
287;École doctorale Sciences pour l'ingénieur;;2014;2013-14;2013;76;52;29;17;0;6;24;5;0;8;8;2;1;0;48Q1j
300;École doctorale Sciences Économiques;ED SE;2014;2013-14;2013;13;11;11;0;0;0;2;0;0;2;0;0;0;0;5x3fM
364;École doctorale Sciences fondamentales et appliquées;EDSFA;2014;2013-14;2013;69;58;43;15;0;0;11;7;0;1;0;3;0;0;E483q
455;École doctorale Économie, Gestion, Information et Communication;EGIC;2014;2013-14;2013;25;23;18;0;0;5;2;2;0;0;0;0;0;0;qCOg3
562;École doctorale Bio Sorbonne Paris Cité;BioSPC;2021;2020-21;2020;152;111;102;8;0;1;41;21;5;10;3;2;0;0;4Yju6
475;École doctorale Mathématiques, informatique, télécommunications de Toulouse;MITT;2014;2013-14;2013;114;85;60;22;0;3;29;8;0;11;8;2;0;0;xcp2r
630;École doctorale Droit, Economie et Management;DEM;2021;2020-21;2020;42;35;34;0;1;0;7;0;4;1;2;0;0;0;78n8c
528;École doctorale Ville, transports et territoires;VTT;2014;2013-14;2013;46;40;20;5;0;15;6;3;0;2;0;1;0;0;68zCc
396;École doctorale Économie, organisations, société;EOS;2020;2019-20;2019;30;27;23;2;1;1;3;0;0;1;2;0;0;0;Es5e7
497;École doctorale Normande de Biologie Intégrative, Santé, Environnement;Ed NBISE;2020;2019-20;2019;80;78;72;3;0;3;2;0;0;1;1;0;0;0;0D9Je
305;École doctorale Énergie et environnement;E2;2013;2012-13;2012;29;19;13;6;0;0;10;1;0;3;4;2;0;0;Kbt8I
599;École doctorale Droit et Science Politique;DSP;2020;2019-20;2019;53;47;46;0;0;1;6;0;0;1;5;0;0;0;6rwtT
606;École doctorale Chimie - Mécanique - Matériaux - Physique;C2MP;2020;2019-20;2019;67;38;22;16;0;0;29;5;1;11;7;5;0;0;UkNR2
472;École doctorale de l'EPHE;;2013;2012-13;2012;118;90;75;1;0;14;28;17;4;3;2;2;0;0;27zK4
597;École doctorale Sciences économiques et sciences de Gestion;EDGE;2018;2017-18;2017;57;47;41;5;0;1;10;3;0;2;5;0;0;0;d8Zuu
512;École doctorale Informatique et mathématiques;InfoMaths;2013;2012-13;2012;90;68;59;9;0;0;22;3;0;12;6;1;0;0;t86bi
521;École doctorale Sciences et ingénierie pour l'information, mathématiques;S2I;2013;2012-13;2012;73;60;48;10;0;2;13;0;0;5;7;1;0;0;V6i83
222;École doctorale Sciences chimiques;EDSC;2017;2016-17;2016;70;50;39;10;0;1;20;8;3;7;2;0;0;0;AdU8Q
262;École doctorale Sciences juridiques, politiques, économiques et de gestion;DEG;2017;2016-17;2016;40;39;38;0;0;1;1;1;0;0;0;0;0;0;H7GyL
22;École doctorale Mondes anciens et médiévaux;;2012;2011-12;2011;42;42;30;0;0;12;0;0;0;0;0;0;0;0;fqCbl
396;École doctorale Économie, organisations, société;EOS;2017;2016-17;2016;52;46;32;6;6;2;6;0;0;2;3;1;0;0;Es5e7
149;École doctorale Carnot;;2012;2011-12;2011;44;35;29;4;0;2;9;3;2;3;0;1;0;0;zuThw
401;École doctorale Sciences sociales;;2017;2016-17;2016;64;48;46;1;0;1;16;5;0;3;7;1;0;0;raQ7K
260;École doctorale pluridisciplinaire;;2012;2011-12;2011;98;98;85;1;0;12;0;0;0;0;0;0;0;0;sCk1f
476;École doctorale Neurosciences et cognition;NSCO;2017;2016-17;2016;39;36;35;0;0;1;3;0;0;3;0;0;0;0;B1H0x
479;École doctorale Sciences juridiques et politiques;;2017;2016-17;2016;66;60;60;0;0;0;6;2;0;2;1;1;0;0;34mid
520;École doctorale Humanités;;2017;2016-17;2016;62;45;44;0;0;1;17;3;1;4;6;3;0;0;rI175
479;École doctorale Sciences juridiques et politiques;;2012;2011-12;2011;103;91;82;0;0;9;12;0;0;1;10;1;0;0;34mid
65;École doctorale Sciences de la Vie, Santé, Agronomie, Environnement;;2016;2015-16;2015;75;68;62;6;0;0;7;3;0;1;3;0;0;0;MAOG4
74;École doctorale Sciences juridiques, politique et de gestion;SJPG;2011;2010-11;2010;49;46;45;0;0;1;3;1;1;0;1;0;0;0;3A2RY
79;École doctorale Sciences juridiques, politiques, économiques et de gestion;SJPEG;2016;2015-16;2015;33;31;30;0;0;1;2;0;0;2;0;0;0;0;ea4x6
119;École doctorale Science politique;;2016;2015-16;2015;15;14;12;0;0;2;1;1;0;0;0;0;0;0;eyibb
180;École doctorale Sciences humaines et sociales : cultures, individus, sociétés;SHS;2016;2015-16;2015;38;32;30;0;0;2;6;1;0;2;2;1;0;0;D2BT3
353;École doctorale Sciences pour l'ingénieur : mécanique, physique, micro et nanoélectronique;;2016;2015-16;2015;49;39;35;4;0;0;10;4;1;3;0;2;0;0;vk5Kp
377;École doctorale Environnement et société;;2016;2015-16;2015;28;26;24;1;0;1;2;1;0;1;0;0;0;0;ZMG5u
411;École doctorale Humanités nouvelles : Fernand Braudel;;2016;2015-16;2015;77;60;30;0;9;21;17;4;0;1;11;1;0;0;l2rFh
474;École doctorale Interdisciplinaire européenne frontières du vivant;FDV;2016;2015-16;2015;42;29;28;0;0;1;13;10;0;3;0;0;0;0;E727j
507;École doctorale Sciences humaines et sociales;;2011;2010-11;2010;83;72;62;0;0;10;11;1;0;1;4;5;0;0;3e7VM
556;École doctorale Homme, Sociétés, Risques, Territoire;HSRT;2016;2015-16;2015;66;59;54;0;0;5;7;0;0;0;6;1;0;0;5QEaX
520;École doctorale Humanités;;2011;2010-11;2010;110;93;75;0;0;18;17;3;3;8;3;0;0;0;rI175
131;École doctorale Langue, littérature, image, civilisations et sciences humaines (domaines francophone et anglophone);LLI;2015;2014-15;2014;31;25;23;0;0;2;6;2;0;3;0;0;1;0;a47aW
536;École doctorale Sciences et agrosciences;;2011;2010-11;2010;30;22;18;3;0;1;8;2;0;2;3;0;1;0;pHfqe
285;École doctorale Sciences pratiques;;2015;2014-15;2014;67;53;47;6;0;0;14;6;0;6;2;0;0;0;Jd3t2
412;École doctorale Lorraine de chimie et physique moléculaires : synthèses, expériences, simulations, applications : de la molécule aux édifices supramoléculaires;SESAMES;2015;2014-15;2014;19;6;6;0;0;0;13;3;0;5;4;1;0;0;mvHX2
426;École doctorale Gènes, génomes, cellules;;2015;2014-15;2014;28;23;20;3;0;0;5;4;0;1;0;0;0;0;XPaY8
434;École doctorale Géographie de Paris - Espaces, sociétés, aménagement;EDGP;2015;2014-15;2014;62;45;37;1;0;7;17;7;0;4;1;5;0;0;1FmLX
473;École doctorale Sciences de l'homme et de la société;SHS;2015;2014-15;2014;142;113;99;0;0;14;29;11;2;4;10;2;0;0;8qKD9
539;École doctorale Sciences et technologies de Versailles;;2015;2014-15;2014;45;29;23;6;0;0;16;2;0;7;7;0;0;0;nv3h8
67;École doctorale Sciences juridiques et politiques;;2014;2013-14;2013;127;115;104;0;0;11;12;0;0;5;3;4;0;0;qrOj1
182;École doctorale Physique et chimie-physique;;2014;2013-14;2013;61;44;40;4;0;0;17;5;2;8;0;2;0;0;3My6I
266;École doctorale Biologie, santé, environnement;BIOSE;2014;2013-14;2013;46;34;28;3;0;3;12;3;0;8;1;0;0;0;386V9
355;École doctorale Espaces, cultures, sociétés;;2014;2013-14;2013;85;68;68;0;0;0;17;4;2;2;6;3;0;0;2kMf5
423;École doctorale Des génomes aux organismes;;2014;2013-14;2013;25;24;20;3;0;1;1;1;0;0;0;0;0;0;VguHK
469;École doctorale du Pacifique;EDP;2014;2013-14;2013;25;24;19;1;0;4;1;0;0;1;0;0;0;0;t9Z2n
425;École doctorale Innovation thérapeutique : du fondamental à l'appliqué;;2013;2012-13;2012;61;40;34;4;0;2;21;4;0;10;6;1;0;0;DkgNy
497;École doctorale Normande de Biologie Intégrative, Santé, Environnement;Ed NBISE;2013;2012-13;2012;87;83;81;0;0;2;4;0;0;0;2;2;0;0;0D9Je
528;École doctorale Ville, transports et territoires;VTT;2013;2012-13;2012;46;42;22;3;0;17;4;4;0;0;0;0;0;0;68zCc
7;École doctorale Georges Vedel - Droit public interne, science administrative et science politique;;2012;2011-12;2011;25;24;20;0;0;4;1;1;0;0;0;0;0;0;Dw881
19;École doctorale Littératures françaises et comparée;;2012;2011-12;2011;71;56;47;0;0;9;15;7;1;5;1;1;0;0;13M43
74;École doctorale Sciences juridiques, politique et de gestion;SJPG;2012;2011-12;2011;59;54;51;0;0;3;5;1;0;1;3;0;0;0;3A2RY
142;École doctorale Mathématiques de la région Paris-Sud;;2012;2011-12;2011;25;22;22;0;0;0;3;1;0;2;0;0;0;0;5XlH9
238;École doctorale Sciences humaines et sociales;;2012;2011-12;2011;79;68;64;0;0;4;11;1;2;3;3;2;0;0;lr2wn
240;École doctorale Sciences de l'homme et de la société;SHS;2012;2011-12;2011;83;72;65;0;0;7;11;3;0;2;5;1;0;0;j345k
254;École doctorale Sciences de la matière;;2012;2011-12;2011;104;63;55;8;0;0;41;5;1;24;5;6;0;0;365F2
283;École doctorale Droit international et européen;;2012;2011-12;2011;38;33;33;0;0;0;5;1;0;0;0;4;0;0;uIq4K
532;École doctorale Mathématiques et sciences et technologies de l'information et de la communication;MSTIC;2012;2011-12;2011;66;41;33;5;0;3;25;7;1;8;9;0;0;0;t43KM
60;École doctorale Territoires, temps, sociétés et développement;TTSD;2011;2010-11;2010;52;43;38;0;0;5;9;3;0;2;2;2;0;0;fkIh6
79;École doctorale Sciences juridiques, politiques, économiques et de gestion;SJPEG;2011;2010-11;2010;49;43;38;0;0;5;6;2;0;0;3;1;0;0;ea4x6
112;École doctorale Archéologie;;2011;2010-11;2010;44;40;40;0;0;0;4;2;0;2;0;0;0;0;EvU7R
113;École doctorale Histoire;;2011;2010-11;2010;92;81;70;4;0;7;11;4;0;3;1;3;0;0;G5wHs
138;École doctorale Lettres, langues, spectacles;LLS;2011;2010-11;2010;69;50;43;0;0;7;19;9;0;2;3;5;0;0;y9O3k
156;École doctorale Sciences de la mer;;2011;2010-11;2010;49;40;36;2;0;2;9;2;0;3;1;2;1;0;EGY9P
159;École doctorale Esthétique, sciences et technologies des arts;EDESTA;2011;2010-11;2010;67;65;59;2;0;4;2;1;0;0;0;1;0;0;zj1Vj
208;École doctorale Science politique de Bordeaux;;2011;2010-11;2010;23;17;17;0;0;0;6;1;0;2;3;0;0;0;bwslk
234;École doctorale de Sciences Po;;2011;2010-11;2010;99;82;59;1;0;22;17;6;5;2;0;4;0;0;ux756
286;École doctorale de l'Ehess;;2011;2010-11;2010;367;291;289;2;0;0;76;43;4;12;4;12;1;0;2S146
417;École doctorale Sciences et Ingénierie;S&I;2011;2010-11;2010;44;29;24;2;0;3;15;2;0;3;7;3;0;0;SSBvE
426;École doctorale Gènes, génomes, cellules;;2011;2010-11;2010;34;24;24;0;0;0;10;4;0;4;2;0;0;0;XPaY8
455;École doctorale Économie, Gestion, Information et Communication;EGIC;2011;2010-11;2010;67;57;43;4;0;10;10;1;2;2;3;2;0;0;qCOg3
458;École doctorale Sciences écologiques, vétérinaires, agronomiques et bioingénieries;SEVAB;2011;2010-11;2010;54;42;37;4;0;1;12;1;0;10;0;1;0;0;Yf3TI
497;École doctorale Normande de Biologie Intégrative, Santé, Environnement;Ed NBISE;2011;2010-11;2010;65;57;53;1;0;3;8;2;1;2;3;0;0;0;0D9Je
508;École doctorale Normande de chimie;EDNC;2011;2010-11;2010;52;45;39;4;0;2;7;3;2;0;2;0;0;0;E52OO
526;École doctorale Sociétés et organisations;SORG;2011;2010-11;2010;41;33;31;1;0;1;8;2;0;0;5;0;1;0;5F3Fd
129;École doctorale Sciences de l'environnement d'Ile de France;SEIF;2025;2024-25;2024;76;57;42;15;0;0;19;4;1;2;0;12;0;0;TnAPh
300;École doctorale Sciences Économiques;ED SE;2025;2024-25;2024;8;8;6;1;0;1;0;0;0;0;0;0;0;0;5x3fM
353;École doctorale Sciences pour l'ingénieur : mécanique, physique, micro et nanoélectronique;;2025;2024-25;2024;74;60;28;32;0;0;14;9;1;1;1;1;1;0;vk5Kp
570;École doctorale Santé Publique;EDSP;2025;2024-25;2024;36;31;28;0;0;3;5;3;2;0;0;0;0;0;9lgE4
633;École doctorale Cultures, Sociétés, Territoires;CST;2025;2024-25;2024;31;23;20;0;2;1;8;5;1;1;0;1;0;0;54818
643;École doctorale Arts, Lettres, Langues;;2024;2023-24;2023;23;17;16;0;0;1;6;5;1;0;0;0;0;0;fjau4
188;École doctorale Histoire moderne et contemporaine;;2023;2022-23;2022;25;25;25;0;0;0;0;0;0;0;0;0;0;0;RSZ7F
326;École doctorale Comportement, langage, éducation, socialisation, cognition;CLESCO;2023;2022-23;2022;62;59;57;1;0;1;3;0;0;1;2;0;0;0;nWIlG
388;École doctorale Chimie physique et chimie analytique de Paris centre;CPCA;2023;2022-23;2022;84;57;46;11;0;0;27;4;2;16;4;1;0;0;M0Hnd
469;École doctorale du Pacifique;EDP;2023;2022-23;2022;25;24;24;0;0;0;1;1;0;0;0;0;0;0;t9Z2n
472;École doctorale de l'EPHE;;2023;2022-23;2022;110;83;73;4;0;6;27;18;2;4;1;1;1;0;27zK4
67;École doctorale Sciences juridiques et politiques;;2022;2021-22;2021;74;67;64;0;0;3;7;0;0;2;4;1;0;0;qrOj1
104;École doctorale Sciences de la matière, du rayonnement et de l'environnement;SMRE;2022;2021-22;2021;97;61;47;14;0;0;36;8;5;11;7;5;0;0;Q5iFz
67;École doctorale Sciences juridiques et politiques;;2021;2020-21;2020;70;62;57;0;0;5;8;2;1;4;1;0;0;0;qrOj1
119;École doctorale Science politique;;2021;2020-21;2020;11;10;10;0;0;0;1;1;0;0;0;0;0;0;eyibb
222;École doctorale Sciences chimiques;EDSC;2021;2020-21;2020;92;57;48;9;0;0;35;7;11;11;1;5;0;0;AdU8Q
434;École doctorale Géographie de Paris - Espaces, sociétés, aménagement;EDGP;2021;2020-21;2020;30;25;23;0;0;2;5;1;1;0;0;3;0;0;1FmLX
450;École doctorale Recherches en psychanalyse et psychopathologie;PSY²;2021;2020-21;2020;21;21;19;0;0;2;0;0;0;0;0;0;0;0;8jI3f
481;École doctorale Sciences sociales et humanités;SSH;2021;2020-21;2020;61;48;42;1;2;3;13;6;1;2;2;2;0;0;E3z5j
536;École doctorale Sciences et agrosciences;;2021;2020-21;2020;26;19;10;7;0;2;7;2;0;2;2;1;0;0;pHfqe
570;École doctorale Santé Publique;EDSP;2021;2020-21;2020;41;34;32;1;0;1;7;1;1;1;3;1;0;0;9lgE4
577;École doctorale Structure et dynamique des systèmes vivants;SDSV;2021;2020-21;2020;64;54;48;6;0;0;10;1;2;6;0;1;0;0;4bsxJ
42;École doctorale Entreprise, économie, société;EES;2020;2019-20;2019;25;19;19;0;0;0;6;3;0;1;0;2;0;0;uO01d
86;École doctorale Sociétés, humanités, arts, lettres;LSHS;2020;2019-20;2019;67;54;52;0;0;2;13;7;1;0;4;1;0;0;O8E6y
131;École doctorale Langue, littérature, image, civilisations et sciences humaines (domaines francophone et anglophone);LLI;2020;2019-20;2019;27;23;22;0;0;1;4;1;0;3;0;0;0;0;a47aW
356;École doctorale Cognition, langage, éducation;;2020;2019-20;2019;78;73;67;0;1;5;5;3;0;0;2;0;0;0;55Cpz
472;École doctorale de l'EPHE;;2020;2019-20;2019;133;98;80;2;0;16;35;20;0;7;1;7;0;0;27zK4
486;École doctorale Sciences économiques et de gestion;SEG;2020;2019-20;2019;27;23;21;0;2;0;4;3;0;0;1;0;0;0;h1GZ3
227;École doctorale Sciences de la nature et de l'homme;;2019;2018-19;2018;43;37;36;1;0;0;6;3;0;2;1;0;0;0;xiDA5
7;École doctorale Georges Vedel - Droit public interne, science administrative et science politique;;2025;2024-25;2024;14;12;11;0;0;1;2;1;1;0;0;0;0;0;Dw881
131;École doctorale Langue, littérature, image, civilisations et sciences humaines (domaines francophone et anglophone);LLI;2025;2024-25;2024;26;24;24;0;0;0;2;0;0;2;0;0;0;0;a47aW
166;École doctorale Information, structures et systèmes;I2S;2025;2024-25;2024;120;103;70;32;0;1;17;5;1;2;6;3;0;0;2uO68
250;École doctorale Sciences chimiques;;2025;2024-25;2024;39;26;21;5;0;0;13;6;0;6;1;0;0;0;O0Fav
394;École doctorale Physiologie et physiopathologie;p2t;2025;2024-25;2024;66;53;42;6;0;5;13;4;4;4;0;1;0;0;VMYmT
475;École doctorale Mathématiques, informatique, télécommunications de Toulouse;MITT;2025;2024-25;2024;135;106;56;49;0;1;29;10;0;5;10;3;1;0;xcp2r
492;École doctorale Droit;;2025;2024-25;2024;33;32;31;0;0;1;1;0;0;1;0;0;0;0;kOQsX
553;École doctorale Carnot - Pasteur;;2025;2024-25;2024;42;34;29;5;0;0;8;2;2;2;2;0;0;0;6h4Z7
568;École doctorale Signalisations et Réseaux Intégratifs en Biologie;BIOSIGNE;2025;2024-25;2024;24;21;21;0;0;0;3;2;0;0;0;1;0;0;CGttG
569;École doctorale Innovation thérapeutique : du fondamental à l'appliqué;;2025;2024-25;2024;78;67;56;11;0;0;11;4;0;6;1;0;0;0;jx8ET
576;École doctorale Particules, Hadrons, Énergie, Noyau, Instrumentation, Imagerie, Cosmos et Simulation;PHENIICS;2025;2024-25;2024;62;47;39;6;0;2;15;8;3;3;0;1;0;0;qC4rf
594;École doctorale Sociétés, Espaces, Pratiques, Temps;ED SEPT;2025;2024-25;2024;65;61;58;0;0;3;4;1;1;0;2;0;0;0;N85H3
632;École doctorale Science de l’ingénierie et des systèmes;ENGSYS;2025;2024-25;2024;69;44;26;18;0;0;25;6;1;12;4;2;0;0;1jT2e
649;École doctorale Rosalind Franklin : Énergie, Environnement, Bio-santé;;2025;2024-25;2024;56;46;42;3;0;1;10;2;2;4;2;0;0;0;jxkg9
304;École doctorale Sciences et environnements;;2024;2023-24;2023;30;26;17;8;0;1;4;0;1;2;0;1;0;0;2ywZn
305;École doctorale Énergie et environnement;E2;2024;2023-24;2023;23;21;19;2;0;0;2;1;0;0;1;0;0;0;Kbt8I
372;École doctorale Sciences économiques et de gestion;;2024;2023-24;2023;27;26;22;0;4;0;1;0;0;1;0;0;0;0;JK63A
483;École doctorale Histoire, géographie, aménagement, urbanisme, archéologie, science politique, sociologie, anthropologie;SCSO;2024;2023-24;2023;72;66;60;3;0;3;6;0;1;1;4;0;0;0;hc6u4
530;École doctorale Organisations, marchés, institutions;OMI;2024;2023-24;2023;35;33;26;1;1;5;2;1;0;1;0;0;0;0;4htv7
146;École doctorale Galilée;GALILEE;2023;2022-23;2022;63;46;42;4;0;0;17;6;2;2;4;3;0;0;71hqm
576;École doctorale Particules, Hadrons, Énergie, Noyau, Instrumentation, Imagerie, Cosmos et Simulation;PHENIICS;2023;2022-23;2022;57;49;40;9;0;0;8;5;1;2;0;0;0;0;qC4rf
642;École doctorale Végétal, Animal, Aliment, Mer, Environnement;VAAME;2023;2022-23;2022;33;28;21;6;0;1;5;1;1;2;1;0;0;0;jcs9y
105;École doctorale Terre, univers, environnement;;2022;2021-22;2021;53;34;25;9;0;0;19;7;4;3;2;3;0;0;lcWAf
205;École doctorale Interdisciplinaire Sciences-Santé;EDISS;2022;2021-22;2021;48;40;32;6;0;2;8;2;1;3;1;1;0;0;69W38
361;École doctorale Sciences et Technologies;ED ST;2022;2021-22;2021;36;20;18;2;0;0;16;0;0;12;3;1;0;0;cOUmL
479;École doctorale Sciences juridiques et politiques;;2022;2021-22;2021;50;43;42;0;0;1;7;1;1;3;2;0;0;0;34mid
42;École doctorale Entreprise, économie, société;EES;2021;2020-21;2020;17;13;11;0;0;2;4;1;2;0;1;0;0;0;uO01d
141;École doctorale Droit et science politique;DSP;2021;2020-21;2020;50;44;42;0;0;2;6;3;1;0;0;2;0;0;CyNBf
300;École doctorale Sciences Économiques;ED SE;2021;2020-21;2020;16;16;13;3;0;0;0;0;0;0;0;0;0;0;5x3fM
509;École doctorale Civilisations et sociétés euro-méditerranéennes et comparées;;2021;2020-21;2020;15;15;15;0;0;0;0;0;0;0;0;0;0;0;9tbyG
261;École doctorale Cognition, comportements, conduites humaines;3CH;2018;2017-18;2017;42;41;33;1;0;7;1;0;0;0;0;1;0;0;KOLCy
309;École doctorale Systèmes;EDSYS;2018;2017-18;2017;54;42;20;21;0;1;12;5;0;2;4;1;0;0;8TT4b
6;École doctorale Droit privé;;2025;2024-25;2024;31;29;27;0;0;2;2;1;0;1;0;0;0;0;UMnW1
450;École doctorale Recherches en psychanalyse et psychopathologie;PSY²;2018;2017-18;2017;53;39;36;0;0;3;14;4;1;2;0;7;0;0;8jI3f
52;École doctorale Physique et astrophysique de Lyon;PHAST;2025;2024-25;2024;67;50;43;7;0;0;17;6;0;5;1;5;0;0;61XPb
104;École doctorale Sciences de la matière, du rayonnement et de l'environnement;SMRE;2025;2024-25;2024;92;72;53;19;0;0;20;3;1;6;8;2;0;0;Q5iFz
527;École doctorale Cognition, comportement, langage(s);CCL;2018;2017-18;2017;22;20;18;0;0;2;2;1;0;0;1;0;0;0;MvpY8
270;École doctorale Théologie et sciences religieuses;;2025;2024-25;2024;21;21;21;0;0;0;0;0;0;0;0;0;0;0;BRKC1
354;École doctorale Langues, lettres et arts;LLA;2025;2024-25;2024;34;30;29;0;0;1;4;3;1;0;0;0;0;0;RwcSv
372;École doctorale Sciences économiques et de gestion;;2025;2024-25;2024;29;26;23;0;3;0;3;1;1;1;0;0;0;0;JK63A
488;École doctorale Sciences, ingénierie, santé;SIS;2025;2024-25;2024;108;84;57;27;0;0;24;6;1;10;5;2;0;0;Fy2lK
607;École doctorale Sciences et Ingénierie des Ressources Naturelles;SIReNA;2025;2024-25;2024;52;45;34;11;0;0;7;3;0;0;2;1;1;0;vi9w2
584;École doctorale Biodiversité, Agriculture, Alimentation, Environnement, Terre, Eau;GAIA;2018;2017-18;2017;168;116;83;31;0;2;52;8;1;15;19;8;1;0;F1h5f
637;École doctorale Sciences de la vie et de la santé;SVS;2025;2024-25;2024;81;68;59;7;0;2;13;6;2;3;1;1;0;0;3byga
112;École doctorale Archéologie;;2024;2023-24;2023;31;29;29;0;0;0;2;0;0;2;0;0;0;0;EvU7R
120;École doctorale Littérature française et comparée;;2024;2023-24;2023;38;22;22;0;0;0;16;5;0;7;3;1;0;0;3ULpe
171;École doctorale Toulouse sciences économiques;TSE;2017;2016-17;2016;18;18;18;0;0;0;0;0;0;0;0;0;0;0;Q5nNQ
262;École doctorale Sciences juridiques, politiques, économiques et de gestion;DEG;2024;2023-24;2023;20;18;18;0;0;0;2;1;0;0;0;1;0;0;H7GyL
388;École doctorale Chimie physique et chimie analytique de Paris centre;CPCA;2024;2023-24;2023;96;60;53;7;0;0;36;12;4;19;1;0;0;0;M0Hnd
454;École doctorale Sciences de l'homme, du politique et du territoire;SHPT;2024;2023-24;2023;30;28;28;0;0;0;2;2;0;0;0;0;0;0;Opv31
